txn_id,customer_id,product_id,amount,currency,ts,status
t0016184,c01012,p0027,291.58,USD,2025-01-01 14:54:00,paid
t0016185,c02962,p0099,172.45,BRL,2025-05-15 20:22:00,paid
t0016186,c02825,p0118,254.31,MXN,2025-01-26 15:37:00,paid
t0016187,c02644,p0079,10.9,USD,2025-04-21 22:47:00,paid
t0016188,c00022,p0058,130.05,USD,2025-03-07 20:52:00,paid
t0016189,c00186,p0095,20.78,EUR,2025-08-20 13:26:00,paid
t0016190,c01762,p0009,29.83,USD,2025-04-20 22:37:00,Refunded
t0016191,c01949,p0030,121.58,USD,2025-09-03 12:24:00,paid
t0016192,c01518,p0054,26.55,EUR,2025-07-27 19:41:00,paid
t0016193,c02719,p0051,€75.81,USD,2025-04-26 01:23:00,paid
t0016194,c00191,p0065,$8.64,USD,2025-06-19 12:45:00,refunded
t0016195,c02125,p0105,38.1,EUR,2025-05-12 13:38:00,paid
t0016196,c01889,p0087,36.43,USD,2025-07-04 06:48:00,Paid
t0016197,c00622,p0111,21.68,USD,2025-05-30 12:02:00,paid
t0016198,c03356,p0102,"$28,41",EUR,2025-08-20 18:29:00,paid
t0016199,c02920,p0037,47.69,USD,2025-04-01 13:43:00,paid
t0016200,c00740,p0023,45.22,BRL,2025-02-16 21:51:00,paid
t0016201,c03311,p0037,€11.05,USD,2025-05-05 21:27:00,paid
t0016202,c01171,p0057,155.47,MXN,2025-03-15 11:51:00,paid
t0016203,c01785,p0034,"€41,64",MXN,2025-03-25 23:37:00,refunded
t0016204,c01670,p0117,49.35,USD,2025-08-09 19:14:00,refunded
t0016205,c02851,p0101,188.89,EUR,2025-01-12 15:55:00,refunded
t0016206,c02662,p0106,30.83,USD,2025-06-21 10:05:00,refunded
t0016207,c03170,p0022,145.16,BRL,2025-09-27 21:01:00,paid
t0016208,c01080,p0108,21.79,MXN,2025-05-09 11:33:00,cancelled
t0016209,c02815,p0075,69.27,USD,2025-07-23 10:24:00,paid
t0016210,c02767,p0076,12.76,USD,2025-03-10 05:43:00,paid
t0016211,c01479,p0080,341.04,USD,2025-07-17 18:37:00,paid
t0016212,c01377,p0028,$51.22,EUR,2025-06-04 15:20:00,paid
t0016213,c00551,p0059,94.05,EUR,2025-09-17 12:15:00,paid
t0016214,c00410,p0050,141.31,EUR,2025-09-24 22:50:00,refunded
t0016215,c01172,p0011,176.09,USD,2025-09-12 12:24:00,refunded
t0016216,c00588,p0058,72.37,USD,2025-04-04 21:58:00,paid
t0016217,c00695,p0050,"€161,34",USD,2025-07-26 09:54:00,paid
t0016218,c00422,p0115,€27.01,USD,2025-05-18 11:57:00,cancelled
t0016219,c01725,p0113,54.28,USD,2025-03-12 22:55:00,paid
t0016220,c02768,p0044,41.13,BRL,2025-01-18 14:58:00,
t0016221,c00548,p0016,162.56,USD,2025-07-14 15:59:00,paid
t0016222,c02241,p0084,136.95,BRL,2025-07-11 20:09:00,paid
t0016223,c00752,p0070,68.18,USD,2025-08-06 13:19:00,refunded
t0016224,c02475,p0020,18.41,MXN,2025-07-26 19:00:00,paid
t0016225,c01631,p0098,18.75,USD,2025-06-28 07:58:00,refunded
t0016226,c02987,p0033,€494.46,USD,2025-05-26 19:39:00,paid
t0016227,c02112,p0003,139.15,USD,2025-09-12 22:20:00,refunded
t0016228,c01560,p0008,67.65,EUR,2025-04-22 11:20:00,cancelled
t0016229,c00491,p0049,60.77,BRL,2025-05-04 22:28:00,paid
t0016230,c00208,p0048,49.28,MXN,2025-08-16 20:43:00,refunded
t0016231,c00861,p0024,22.78,USD,2025-03-05 20:34:00,paid
t0016232,c00410,p0081,17.4,MXN,2025-05-05 10:59:00,refunded
t0016233,c02663,p0048,82.87,USD,2025-01-21 10:49:00,paid
t0016234,c00198,p0072,433.59,USD,2025-09-30 20:17:00,refunded
t0016235,c01877,p0003,33.95,MXN,2025-01-20 11:19:00,paid
t0016236,c01180,p0118,104.13,USD,2025-04-12 11:02:00,paid
t0016237,c01338,p0004,45.52,USD,2025-07-02 14:06:00,paid
t0016238,c02380,p0092,47.97,EUR,2025-02-11 15:57:00,paid
t0016239,c02757,p0014,22.71,USD,2025-06-22 15:54:00,paid
t0016240,c03301,p0086,19.07,USD,2025-03-28 09:41:00,refunded
t0016241,c01796,p0088,98.88,USD,2025-08-23 21:33:00,paid
t0016242,c01987,p0032,108.66,USD,2025-05-17 15:15:00,
t0016243,c02500,p0101,70.43,USD,2025-03-04 21:27:00,refunded
t0016244,c00392,p0116,30.31,USD,2025-07-11 07:23:00,paid
t0016245,c00084,p0041,256.54,EUR,2025-04-08 07:24:00,paid
t0016246,c00076,p0031,"$76,6",USD,2025-02-26 13:14:00,paid
t0016247,c01057,p0031,90.5,USD,2025-01-05 13:47:00,cancelled
t0016248,c01988,p0022,328.03,USD,2025-07-21 09:45:00,paid
t0016249,c03272,p0003,46.85,USD,2025-01-28 23:46:00,paid
t0016250,c02739,,15.98,USD,2025-03-10 20:28:00,cancelled
t0016251,,p0004,84.14,EUR,2025-02-21 10:35:00,paid
t0016252,c00776,p0063,60.25,USD,2025-02-23 18:23:00,paid
t0016253,c01841,p0117,46.33,EUR,2025-04-02 06:46:00,paid
t0016254,c02116,p0084,264.0,EUR,2025-03-07 20:40:00,paid
t0016255,c02077,p0044,"$45,81",USD,2025-05-19 18:07:00,refunded
t0016256,c02313,p0023,32.92,USD,2025-02-19 20:39:00,paid
t0016257,c02787,p0013,48.76,USD,2025-03-04 10:42:00,paid
t0016258,c01010,p0044,26.58,MXN,2025-08-17 20:17:00,refunded
t0016259,c00499,p0096,39.21,BRL,2025-02-06 06:36:00,paid
t0016260,c02515,p0068,11.56,USD,2025-08-17 19:12:00,refunded
t0016261,c01729,p0072,312.11,BRL,2025-01-18 08:40:00,paid
t0016262,c00962,p0031,52.56,USD,2025-08-17 21:48:00,paid
t0016263,c00844,p0035,37.78,BRL,2025-03-03 12:59:00,paid
t0016264,c00480,p0019,93.45,MXN,2025-06-16 22:43:00,paid
t0016265,c01507,p0110,1054.04,USD,2025-03-16 19:30:00,paid
t0016266,c01386,p0112,480.46,MXN,2025-08-14 07:06:00,paid
t0016267,c01464,p0061,25.2,BRL,2025-09-15 13:28:00,Paid
t0016268,c03105,p0116,18.32,EUR,2025-03-09 19:20:00,Paid
t0016269,c03153,p0049,92.15,USD,2025-03-07 23:33:00,refunded
t0016270,c00362,p0107,41.42,BRL,2025-03-18 19:01:00,cancelled
t0016271,c02527,p0016,158.01,MXN,2025-01-03 07:46:00,paid
t0016272,c01936,p0068,13.93,BRL,2025-01-22 20:53:00,paid
t0016273,c03062,p0039,35.15,MXN,2025-07-10 12:05:00,paid
t0016274,c02326,p0117,40.56,MXN,2025-09-21 09:14:00,refunded
t0016275,c00583,p0051,24.53,USD,2025-02-24 22:10:00,paid
t0016276,c02539,p0109,36.39,USD,2025-03-14 11:08:00,refunded
t0016277,c01712,p0028,39.3,USD,2025-09-27 00:14:00,refunded
t0016278,c02303,p0097,21.91,BRL,2025-07-24 11:00:00,paid
t0016279,c01996,p0112,317.51,USD,2025-03-09 09:40:00,paid
t0016280,c01541,p0062,15.07,USD,2025-06-01 20:45:00,Refunded
t0016281,c02353,p0071,16.06,BRL,2025-04-29 11:13:00,paid
t0016282,c01420,p0018,114.84,MXN,2025-07-17 11:34:00,paid
t0016283,c02683,p0014,32.16,USD,2025-02-26 18:07:00,paid
t0016284,c03200,p0081,32.58,EUR,2025-01-03 17:36:00,Paid
t0016285,c01409,p0050,428.21,USD,2025-01-10 19:04:00,Refunded
t0016286,c00990,p0035,67.46,USD,2025-05-29 11:27:00,cancelled
t0016287,c03186,p0077,72.28,USD,2025-08-02 08:22:00,paid
t0016288,c03440,p0027,132.6,USD,2025-06-30 14:12:00,paid
t0016289,c00211,p0093,84.39,USD,2025-02-19 09:09:00,paid
t0016290,c00485,p0015,170.98,EUR,2025-01-23 12:53:00,paid
t0016291,c02696,p0026,107.19,USD,2025-03-08 10:40:00,paid
t0016292,c01668,p0019,102.83,EUR,2025-06-07 14:55:00,paid
t0016293,c01790,p0066,191.41,USD,2025-01-14 21:51:00,paid
t0016294,c00889,p0036,27.39,USD,2025-03-24 19:06:00,paid
t0016295,c01473,p0019,$48.46,USD,2025-02-19 20:01:00,refunded
t0016296,c00294,p0089,29.76,USD,2025-05-16 17:47:00,paid
t0016297,c00535,p0097,98.57,MXN,2025-02-02 21:49:00,paid
t0016298,c03338,p0081,35.69,EUR,2025-02-04 18:56:00,refunded
t0016299,c01624,p0118,252.84,EUR,2025-07-30 19:10:00,cancelled
t0016300,c02983,p0092,48.03,USD,2025-08-01 11:24:00,paid
t0016301,c01199,p0014,19.67,MXN,2025-03-24 21:35:00,paid
t0016302,c00492,p0014,17.46,USD,2025-09-02 10:51:00,paid
t0016303,c03396,p0004,99.38,USD,2025-08-28 14:07:00,paid
t0016304,c00124,p0037,10.27,USD,2025-07-20 12:10:00,Paid
t0016305,c03443,p0029,84.05,EUR,2025-04-02 09:54:00,paid
t0016306,c02336,p0080,305.36,USD,2025-06-14 08:03:00,paid
t0016307,c00650,p0076,$19.58,USD,2025-03-08 22:43:00,paid
t0016308,c03451,p0081,10.1,USD,2025-02-13 06:53:00,paid
t0016309,c02625,p0061,37.4,USD,2025-08-28 16:34:00,paid
t0016310,c03047,p0022,374.4,MXN,2025-05-17 20:39:00,paid
t0016311,c02355,p0107,48.41,BRL,2025-01-02 21:10:00,paid
t0016312,c01259,p0076,41.11,USD,2025-08-07 22:57:00,cancelled
t0016313,c02281,p0038,195.47,USD,2025-09-06 09:13:00,paid
t0016314,c03140,p0089,46.73,USD,2025-08-13 11:57:00,paid
t0016315,c02930,p0094,93.87,BRL,2025-05-11 10:53:00,paid
t0016316,c02956,p0079,15.69,MXN,2025-08-30 06:21:00,paid
t0016317,c00600,p0022,113.48,USD,2025-04-29 13:54:00,PAID
t0016318,c02311,p0057,124.14,MXN,2025-09-30 14:36:00,paid
t0016319,c02855,p0111,10.81,USD,2025-06-11 11:52:00,refunded
t0016320,c03318,p0019,24.17,EUR,2025-03-29 18:48:00,paid
t0016321,c00782,p0068,54.68,USD,2025-05-09 14:02:00,cancelled
t0016322,c02665,p0046,58.12,USD,2025-06-12 12:07:00,paid
t0016323,c01489,p0017,16.78,USD,2025-01-25 12:15:00,Paid
t0016324,c00460,p0035,89.52,MXN,2025-01-04 13:33:00,paid
t0016325,c03103,p0079,17.73,USD,2025-08-13 07:09:00,paid
t0016326,c02434,p0024,17.2,USD,2025-04-15 10:03:00,paid
t0016327,c01478,p0002,39.85,USD,2025-01-28 18:04:00,paid
t0016328,c00790,p0076,25.29,USD,2025-07-27 14:23:00,paid
t0016329,c02094,p0042,40.96,USD,2025-05-25 20:02:00,paid
t0016330,c00610,p0097,49.37,BRL,2025-09-06 00:42:00,refunded
t0016331,c00219,p0057,"€154,78",USD,2025-02-24 07:48:00,paid
t0016332,c02303,p0069,201.41,MXN,2025-08-17 22:08:00,refunded
t0016333,c00445,p0062,19.7,USD,2025-06-09 04:11:00,paid
t0016334,c03095,p0021,47.22,MXN,2025-05-17 10:36:00,paid
t0016335,c02615,p0111,17.75,BRL,2025-08-29 15:48:00,paid
t0016336,c02423,p0001,16.51,EUR,2025-07-10 11:48:00,paid
t0016337,c01970,p0104,31.3,USD,2025-09-18 15:32:00,Paid
t0016338,c02765,p0014,23.57,EUR,2025-02-18 14:44:00,paid
t0016339,c01299,p0095,33.63,USD,2025-06-13 07:02:00,paid
t0016340,c00402,p0064,33.19,USD,2025-04-03 10:27:00,PAID
t0016341,c01132,p0115,44.48,USD,2025-01-01 04:39:00,paid
t0016342,c02385,p0007,97.99,USD,2025-07-18 19:24:00,paid
t0016343,,p0113,63.78,EUR,2025-01-23 20:13:00,paid
t0016344,c01585,p0056,269.39,MXN,2025-03-05 11:37:00,refunded
t0016345,c03019,p0001,24.87,MXN,2025-07-29 19:39:00,refunded
t0016346,c00328,p0078,109.66,USD,2025-05-31 06:05:00,Paid
t0016347,c02730,p0111,25.09,USD,2025-08-17 01:11:00,paid
t0016348,c03097,p0010,22.28,USD,2025-06-21 07:07:00,paid
t0016349,c03450,p0058,244.5,EUR,2025-07-01 09:01:00,paid
t0016350,c02117,p0097,91.57,MXN,2025-01-02 12:13:00,cancelled
t0016351,c00462,p0116,18.51,EUR,2025-07-26 20:41:00,paid
t0016352,c00936,p0004,68.55,USD,2025-09-20 12:18:00,paid
t0016353,c03112,p0049,189.14,EUR,2025-06-09 18:19:00,cancelled
t0016354,c00535,p0117,27.58,USD,2025-09-18 19:46:00,paid
t0016355,c00783,p0005,"$182,9",BRL,2025-03-13 17:18:00,paid
t0016356,c01349,p0070,"€36,39",EUR,2025-03-05 09:45:00,paid
t0016357,c01645,p0065,11.63,USD,2025-03-15 21:06:00,refunded
t0016358,c00778,p0064,26.11,USD,2025-09-12 14:16:00,paid
t0016359,c00653,p0020,26.98,MXN,2025-06-18 12:29:00,Paid
t0016360,c02015,p0013,58.31,USD,2025-08-29 11:04:00,paid
t0016361,,p0114,69.3,USD,2025-01-31 14:00:00,paid
t0016362,c01078,p0043,309.81,USD,2025-06-26 09:28:00,Refunded
t0016363,c02493,p0013,71.63,USD,2025-07-11 22:58:00,paid
t0016364,c02165,p0118,177.4,USD,2025-01-25 15:09:00,refunded
t0016365,c01578,p0096,55.17,USD,2025-07-17 17:42:00,paid
t0016366,c00470,p0093,58.91,USD,2025-07-08 20:00:00,paid
t0016367,c03451,p0097,65.72,USD,2025-05-13 13:46:00,paid
t0016368,c02559,p0007,458.04,MXN,2025-01-27 06:45:00,refunded
t0016369,c02143,p0039,46.15,BRL,2025-07-01 11:52:00,paid
t0016370,c03026,p0057,138.49,USD,2025-04-12 22:08:00,paid
t0016371,c00230,p0030,162.96,USD,2025-01-20 13:20:00,paid
t0016372,c03251,p0019,53.67,USD,2025-05-25 13:43:00,paid
t0016373,c00127,p0020,16.1,EUR,2025-04-03 11:52:00,paid
t0016374,c03377,p0104,39.37,USD,2025-01-30 12:27:00,paid
t0016375,c01074,p0066,83.66,EUR,2025-09-25 14:39:00,paid
t0016376,c01518,p0007,102.95,EUR,2025-05-27 08:37:00,paid
t0016377,c02491,p0023,26.41,EUR,2025-01-17 22:40:00,paid
t0016378,c03074,p0038,444.35,EUR,2025-05-08 20:28:00,cancelled
t0016379,c00077,p0037,15.91,USD,2025-03-11 13:35:00,paid
t0016380,c01017,p0038,301.54,USD,2025-04-22 13:35:00,Refunded
t0016381,c03319,p0116,18.96,USD,2025-01-25 21:32:00,refunded
t0016382,c00161,p0026,81.89,MXN,2025-04-26 11:28:00,paid
t0016383,c02209,p0066,69.23,USD,2025-06-29 15:21:00,PAID
t0016384,c00193,p0085,27.92,USD,2025-07-05 19:16:00,PAID
t0016385,c03293,p0020,29.59,BRL,2025-09-02 18:17:00,paid
t0016386,c03217,p0051,47.5,EUR,2025-09-27 00:31:00,PAID
t0016387,c01511,p0006,284.07,EUR,2025-05-11 18:30:00,paid
t0016388,c00316,p0096,73.03,EUR,2025-03-31 11:05:00,paid
t0016389,c01666,p0064,12.47,USD,2025-04-03 23:36:00,Paid
t0016390,c02042,p0030,187.31,USD,2025-04-25 10:44:00,paid
t0016391,c02456,p0081,42.4,BRL,2025-07-31 00:29:00,paid
t0016392,c00440,p0047,7.09,MXN,2025-08-22 10:40:00,paid
t0016393,c00069,p0069,417.01,BRL,2025-04-14 10:42:00,refunded
t0016394,c01224,p0104,60.6,EUR,2025-09-26 23:52:00,Paid
t0016395,c02402,p0085,43.24,MXN,2025-06-22 12:40:00,paid
t0016396,c00163,p0027,"$114,29",USD,2025-06-28 20:22:00,paid
t0016397,c00114,p0063,41.17,MXN,2025-05-25 19:33:00,paid
t0016398,c01557,p0078,88.63,USD,2025-01-28 05:39:00,paid
t0016399,c01801,p0070,82.23,USD,2025-06-24 15:09:00,paid
t0016400,c02009,p0007,200.36,USD,2025-04-21 14:39:00,paid
t0016401,c01975,p0090,38.22,BRL,2025-01-28 21:33:00,refunded
t0016402,c01196,p0112,304.32,USD,2025-04-20 22:30:00,PAID
t0016403,c02630,p0005,179.92,EUR,2025-03-06 08:31:00,paid
t0016404,c03220,p0018,38.27,USD,2025-08-09 11:46:00,Paid
t0016405,c03435,p0105,15.06,USD,2025-09-22 01:30:00,paid
t0016406,c00813,p0047,24.73,USD,2025-07-26 23:01:00,paid
t0016407,c00173,p0026,103.8,USD,2025-03-18 17:02:00,paid
t0016408,c01950,p0034,24.46,USD,2025-01-15 12:05:00,paid
t0016409,c02893,p0033,203.87,USD,2025-04-04 21:54:00,refunded
t0016410,c02077,p0097,34.22,USD,2025-06-19 13:23:00,paid
t0016411,c00930,p0019,43.6,USD,2025-09-19 22:48:00,paid
t0016412,c01940,p0026,28.81,MXN,2025-06-25 11:26:00,paid
t0016413,c02703,p0027,283.38,USD,2025-04-24 04:22:00,paid
t0016414,c01508,p0120,49.13,MXN,2025-04-13 15:12:00,refunded
t0016415,c01343,p0061,$52.36,EUR,2025-07-19 13:29:00,paid
t0016416,c00518,p0098,42.66,EUR,2025-04-28 22:34:00,paid
t0016417,c01279,p0036,17.64,MXN,2025-02-16 21:28:00,refunded
t0016418,c02563,p0095,86.05,USD,2025-09-24 07:11:00,paid
t0016419,c00988,p0030,345.21,MXN,2025-07-17 17:46:00,paid
t0016420,c00756,p0022,125.64,USD,2025-07-25 10:54:00,paid
t0016421,c02428,p0102,19.68,USD,2025-05-06 11:24:00,refunded
t0016422,c00312,p0070,152.09,USD,2025-04-14 11:25:00,paid
t0016423,c00624,p0097,29.92,EUR,2025-07-31 08:48:00,Refunded
t0016424,c03233,p0016,312.73,EUR,2025-02-08 16:57:00,refunded
t0016425,c02972,p0018,"$32,49",EUR,2025-04-29 20:29:00,paid
t0016426,c02807,p0081,59.18,USD,2025-07-18 12:55:00,PAID
t0016427,c02414,p0062,27.98,BRL,2025-09-07 12:28:00,paid
t0016428,c00908,p0019,29.08,EUR,2025-07-11 17:43:00,PAID
t0016429,c01600,p0102,70.06,MXN,2025-01-16 20:41:00,paid
t0016430,c01505,p0066,31.25,USD,2025-07-21 20:39:00,paid
t0016431,c01063,p0088,43.33,USD,2025-06-05 20:29:00,paid
t0016432,c03025,p0060,6.31,BRL,2025-08-11 13:02:00,Paid
t0016433,c00754,p0036,37.47,USD,2025-06-24 10:34:00,paid
t0016434,c00371,p0061,67.85,BRL,2025-08-20 19:54:00,refunded
t0016435,c03394,p0022,419.26,MXN,2025-02-23 10:40:00,paid
t0016436,c03287,p0080,158.04,MXN,2025-04-06 01:46:00,paid
t0016437,c00748,p0017,9.39,USD,2025-05-07 20:50:00,PAID
t0016438,c03364,p0052,18.15,USD,2025-06-30 11:13:00,refunded
t0016439,c02679,p0018,56.51,USD,2025-04-10 12:38:00,cancelled
t0016440,c03485,p0042,206.6,BRL,2025-01-17 00:23:00,paid
t0016441,c00518,p0115,77.6,USD,2025-04-01 10:28:00,refunded
t0016442,c03381,p0030,452.15,USD,2025-09-28 21:16:00,paid
t0016443,c00716,p0120,28.66,USD,2025-01-09 12:23:00,paid
t0016444,c03291,p0004,19.07,BRL,2025-03-08 20:56:00,paid
t0016445,c01176,p0107,30.13,USD,2025-09-12 09:44:00,paid
t0016446,c01217,p0017,7.11,USD,2025-03-22 17:25:00,paid
t0016447,c01871,p0054,29.56,USD,2025-07-28 19:44:00,paid
t0016448,c03292,p0055,62.31,USD,2025-06-28 11:36:00,paid
t0016449,c01449,p0099,80.69,MXN,2025-07-31 10:59:00,paid
t0016450,c00660,p0038,234.53,MXN,2025-06-16 21:24:00,paid
t0016451,c00616,p0011,115.44,EUR,2025-06-29 16:09:00,paid
t0016452,c00878,p0011,397.5,USD,2025-09-03 21:40:00,refunded
t0016453,c00959,p0092,$49.04,MXN,2025-07-19 13:52:00,refunded
t0016454,c01187,p0076,71.17,EUR,2025-06-23 21:54:00,paid
t0016455,c02928,p0098,75.4,USD,2025-08-01 20:21:00,paid
t0016456,c01897,p0009,27.68,USD,2025-06-24 11:47:00,refunded
t0016457,c01092,p0076,114.46,USD,2025-01-21 20:59:00,Paid
t0016458,c03090,p0075,25.36,USD,2025-08-19 11:52:00,paid
t0016459,c00662,p0075,79.78,USD,2025-04-16 11:55:00,paid
t0016460,c00041,p0060,19.13,USD,2025-02-15 16:02:00,paid
t0016461,c02361,p0028,42.3,BRL,2025-03-29 11:35:00,cancelled
t0016462,c02708,p0031,124.01,EUR,2025-09-28 09:05:00,paid
t0016463,c03284,p0076,204.5,USD,2025-09-17 12:32:00,paid
t0016464,c01225,p0051,125.88,EUR,2025-02-09 12:57:00,paid
t0016465,c00676,p0018,39.52,EUR,2025-01-08 21:05:00,cancelled
t0016466,c01945,p0067,135.01,EUR,2025-02-09 11:34:00,paid
t0016467,c00019,p0020,8.35,USD,2025-08-28 12:29:00,paid
t0016468,c00236,p0094,"$155,33",MXN,2025-07-28 13:52:00,paid
t0016469,c00499,p0092,15.24,BRL,2025-03-25 23:06:00,Paid
t0016470,c01300,p0078,313.2,USD,2025-09-30 20:39:00,paid
t0016471,c00233,p0079,25.42,USD,2025-04-04 07:11:00,paid
t0016472,c02450,p0080,150.3,USD,2025-09-12 08:44:00,refunded
t0016473,c02686,p0072,$112.38,EUR,2025-05-01 22:20:00,paid
t0016474,c02334,p0036,24.1,BRL,2025-08-16 22:01:00,paid
t0016475,c02259,p0009,95.74,EUR,2025-05-23 19:11:00,paid
t0016476,c01531,p0116,16.79,MXN,2025-01-16 21:32:00,paid
t0016477,c02550,p0034,113.94,BRL,2025-09-04 23:51:00,paid
t0016478,c03074,p0061,70.45,USD,2025-02-12 14:58:00,paid
t0016479,c02043,p0034,64.56,EUR,2025-02-20 17:30:00,paid
t0016480,c01774,p0082,53.98,EUR,2025-06-27 13:37:00,paid
t0016481,c03400,p0096,141.41,USD,2025-07-17 21:39:00,paid
t0016482,c01292,p0005,119.03,USD,2025-07-01 20:32:00,Refunded
t0016483,c03072,p0024,40.54,USD,2025-08-11 19:35:00,paid
t0016484,c01250,p0097,42.89,EUR,2025-04-19 19:47:00,paid
t0016485,c03493,p0039,66.17,EUR,2025-05-14 21:54:00,paid
t0016486,c01755,p0033,235.56,USD,2025-02-05 19:57:00,paid
t0016487,c01246,p0012,81.11,EUR,2025-06-03 22:17:00,refunded
t0016488,c02371,p0111,15.49,EUR,2025-08-18 14:50:00,refunded
t0016489,c02219,p0082,116.63,USD,2025-03-30 11:02:00,paid
t0016490,c00233,p0002,95.18,MXN,2025-02-14 19:13:00,paid
t0016491,c00332,p0049,71.59,USD,2025-05-21 16:44:00,paid
t0016492,c01769,p0065,22.27,USD,2025-01-09 14:15:00,
t0016493,c01675,p0028,21.46,USD,2025-08-16 14:13:00,Paid
t0016494,c00752,p0068,50.21,USD,2025-07-16 12:21:00,paid
t0016495,c01446,p0061,52.76,BRL,2025-03-25 11:12:00,paid
t0016496,c03407,p0075,€14.4,EUR,2025-08-12 20:27:00,paid
t0016497,c00359,p0106,7.15,USD,2025-08-17 16:10:00,refunded
t0016498,c02959,p0080,292.57,BRL,2025-09-14 11:04:00,Paid
t0016499,c01312,p0078,84.07,USD,2025-08-17 21:55:00,refunded
t0016500,c01423,p0120,36.22,USD,2025-08-06 20:33:00,refunded
t0016501,c03457,p0057,107.07,USD,2025-01-23 16:19:00,refunded
t0016502,c01994,p0112,71.83,USD,2025-08-26 22:57:00,paid
t0016503,c03224,p0105,"$13,54",USD,2025-05-20 22:26:00,paid
t0016504,c02427,p0060,14.84,USD,2025-07-14 14:06:00,paid
t0016505,c03264,p0017,27.14,USD,2025-08-30 19:43:00,paid
t0016506,c02020,p0077,54.31,USD,2025-01-23 20:50:00,refunded
t0016507,c03375,p0051,88.59,EUR,2025-06-11 16:07:00,refunded
t0016508,c02775,p0103,$28.61,USD,2025-07-04 21:05:00,paid
t0016509,c02525,p0069,320.53,USD,2025-08-20 13:10:00,cancelled
t0016510,c02283,p0057,147.5,USD,2025-08-09 19:51:00,paid
t0016511,c01492,p0081,32.48,MXN,2025-03-25 08:12:00,paid
t0016512,c02189,p0081,8.04,EUR,2025-08-19 10:24:00,cancelled
t0016513,c02006,p0006,153.9,USD,2025-09-07 14:33:00,paid
t0016514,c01043,p0019,99.03,USD,2025-04-22 19:51:00,paid
t0016515,c01823,p0114,47.91,USD,2025-07-25 22:43:00,refunded
t0016516,c01748,p0042,146.85,USD,2025-06-05 12:01:00,paid
t0016517,c01493,p0006,296.51,USD,2025-08-19 09:40:00,refunded
t0016518,c00675,p0046,69.91,USD,2025-01-06 13:28:00,paid
t0016519,c01011,p0035,48.66,USD,2025-01-26 19:31:00,paid
t0016520,c01773,p0078,257.33,MXN,2025-05-21 10:42:00,refunded
t0016521,c00111,p0115,72.3,USD,2025-06-09 21:41:00,refunded
t0016522,c03391,p0047,29.79,USD,2025-06-12 10:28:00,paid
t0016523,c03248,p0042,53.86,USD,2025-06-13 09:44:00,paid
t0016524,c01686,p0005,319.82,USD,2025-06-24 00:27:00,paid
t0016525,c02330,p0050,157.77,USD,2025-03-16 17:29:00,paid
t0016526,c00223,p0033,199.57,USD,2025-08-25 13:18:00,paid
t0016527,c02055,p0025,106.95,USD,2025-01-19 11:07:00,paid
t0016528,c01796,p0032,147.38,USD,2025-02-24 19:16:00,refunded
t0016529,c02270,p0009,47.73,USD,2025-02-12 12:36:00,paid
t0016530,c03156,p0058,229.6,USD,2025-09-30 19:12:00,cancelled
t0016531,c02825,p0068,30.21,EUR,2025-08-01 16:31:00,Paid
t0016532,c02086,p0026,37.32,USD,2025-06-15 18:56:00,paid
t0016533,c03385,p0115,162.6,EUR,2025-03-27 19:40:00,refunded
t0016534,c02185,p0084,338.63,EUR,2025-08-24 15:45:00,Paid
t0016535,c00292,p0090,86.21,EUR,2025-02-28 23:32:00,PAID
t0016536,c01583,p0009,94.4,EUR,2025-03-20 19:44:00,paid
t0016537,c01647,p0088,173.85,BRL,2025-08-24 22:22:00,Paid
t0016538,c03305,p0118,89.42,EUR,2025-02-03 13:29:00,paid
t0016539,c00362,p0088,68.1,USD,2025-05-31 22:06:00,refunded
t0016540,c03369,p0015,300.12,EUR,2025-09-11 11:06:00,Refunded
t0016541,c02818,p0080,304.14,USD,2025-03-16 11:10:00,paid
t0016542,,p0019,149.29,USD,2025-07-17 10:09:00,paid
t0016543,c00567,p0002,219.75,USD,2025-03-23 08:40:00,Paid
t0016544,c01603,p0010,18.07,USD,2025-04-09 10:55:00,Refunded
t0016545,c00356,p0106,20.04,EUR,2025-07-24 12:28:00,refunded
t0016546,c01249,p0034,31.37,USD,2025-03-01 12:20:00,paid
t0016547,c03078,p0003,17.64,MXN,2025-08-07 21:09:00,paid
t0016548,c02841,p0120,26.18,USD,2025-07-25 22:46:00,paid
t0016549,c01076,p0032,553.35,USD,2025-09-30 13:27:00,paid
t0016550,c02174,p0102,50.19,USD,2025-05-15 11:14:00,paid
t0016551,c00264,p0056,19.97,EUR,2025-08-08 11:09:00,refunded
t0016552,c03410,p0023,18.34,MXN,2025-09-07 12:21:00,cancelled
t0016553,c01759,p0073,180.96,MXN,2025-08-08 21:22:00,paid
t0016554,c00247,p0004,25.19,USD,2025-09-02 21:21:00,paid
t0016555,c01843,p0110,245.21,USD,2025-01-19 12:32:00,refunded
t0016556,c00915,p0109,16.16,MXN,2025-09-25 12:18:00,paid
t0016557,c02909,p0050,276.53,EUR,2025-02-25 12:45:00,paid
t0016558,c01595,p0088,54.96,USD,2025-03-31 00:19:00,paid
t0016559,c01949,p0012,57.29,USD,2025-09-09 16:28:00,paid
t0016560,c03421,p0029,80.62,MXN,2025-04-17 11:48:00,refunded
t0016561,c00742,p0106,17.94,USD,2025-04-22 20:34:00,paid
